words,links,capital_words,spam_word_count,is_spam
138,0,4,1,0
58,1,0,1,0
167,9,9,4,1
91,3,0,2,0
871,8,5,4,1
521,7,25,2,1
179,5,9,9,1
749,2,0,4,1
131,0,10,4,1
59,5,3,1,0
270,1,2,0,0
128,4,2,5,0
441,0,3,2,0
83,10,23,10,1
79,0,8,6,0
62,1,18,2,1
761,2,2,6,1
848,2,1,4,1
446,0,4,2,0
200,2,3,0,0
155,2,1,3,0
140,3,24,8,1
257,2,0,1,0
497,6,2,4,1
177,0,3,4,0
50,9,7,5,1
237,2,3,6,0
207,4,3,0,0
39,2,3,2,0
133,2,0,0,0
909,1,25,4,1
414,4,13,10,1
161,4,4,1,1
333,2,0,2,0
188,2,1,1,0
198,5,27,0,1
149,3,1,2,0
172,2,0,4,1
710,0,26,4,1
240,0,2,1,0
404,5,10,1,1
938,6,0,9,1
198,4,27,10,1
973,9,27,9,1
82,3,26,9,1
395,4,6,10,1
162,4,2,5,0
134,2,16,2,1
291,1,2,4,0
314,5,15,7,1
121,10,19,0,1
197,1,10,0,0
242,2,2,1,0
129,2,0,1,0
59,0,2,1,0
178,1,2,2,0
186,8,1,7,1
159,6,19,7,1
203,2,2,0,0
212,5,1,3,0
96,1,0,2,0
714,9,30,7,1
499,2,19,4,1
141,6,1,0,1
820,10,5,9,1
978,6,3,3,1
451,2,5,3,1
147,0,3,2,0
247,2,2,0,0
223,7,21,3,1
807,7,3,7,1
220,2,0,1,0
290,1,2,2,0
116,2,3,1,0
222,2,0,0,0
288,0,3,1,0
230,1,2,2,0
197,0,1,6,0
377,1,11,0,1
192,3,9,9,1
599,2,18,9,1
289,1,2,0,0
484,9,7,10,1
274,1,2,2,0
199,4,24,8,1
698,8,14,0,1
33,1,2,2,0
248,10,3,3,1
394,9,5,5,1
146,0,1,2,0
74,0,1,1,0
63,1,6,0,0
28,4,0,0,0
798,5,12,7,1
247,10,2,6,1
294,4,15,9,1
211,5,3,1,0
96,0,1,6,0
202,2,0,0,0
926,0,20,8,1
100,2,1,2,0
29,1,3,2,0
545,7,19,3,1
184,2,3,2,0
413,8,24,1,1
148,2,1,1,0
200,4,0,2,0
100,0,2,6,0
121,10,23,7,1
208,1,2,2,0
146,3,11,4,1
59,2,13,9,1
486,9,27,3,1
244,1,0,0,0
68,2,2,0,0
240,0,3,5,0
163,2,0,0,0
42,2,1,0,0
275,1,1,2,0
830,8,5,10,1
279,0,1,0,0
677,4,25,3,1
205,1,1,1,0
880,1,17,7,1
464,5,0,2,0
81,2,2,2,0
81,10,0,8,1
57,1,10,2,0
691,7,26,10,1
479,1,0,1,0
739,3,5,1,1
165,2,3,0,0
123,9,2,3,1
224,1,1,3,0
396,8,24,2,1
664,10,6,7,1
35,5,3,1,0
715,8,14,7,1
260,3,2,1,0
112,1,2,0,0
297,1,3,2,0
375,2,0,0,0
221,1,5,2,0
878,2,4,7,1
89,2,2,2,0
123,0,0,2,0
33,2,1,1,0
843,5,8,5,1
560,9,11,0,1
416,2,0,2,0
497,1,8,1,0
364,10,24,8,1
130,3,3,1,0
70,2,0,1,0
141,1,0,3,1
633,6,20,6,1
180,7,21,4,1
487,2,0,0,0
231,1,3,6,0
358,1,17,1,1
242,4,0,1,0
223,1,3,1,0
452,5,24,3,1
92,1,2,0,0
291,4,1,10,1
38,0,0,2,0
879,0,12,1,1
303,8,23,8,1
42,1,1,2,0
468,1,4,1,0
46,1,5,1,0
794,0,27,6,1
169,0,2,1,0
694,1,29,5,1
79,0,3,2,0
633,2,19,8,1
726,2,22,4,1
371,0,1,3,1
206,0,0,4,0
628,2,15,4,1
337,1,4,3,1
797,9,9,6,1
893,9,6,10,1
906,2,2,2,1
256,1,1,2,0
52,1,1,2,0
329,3,1,2,0
189,4,2,0,0
234,1,0,5,0
481,10,22,6,1
388,7,1,8,1
121,1,3,6,0
107,2,2,6,0
734,3,22,8,1
40,1,10,3,0
694,7,25,10,1
141,2,3,0,0
120,2,21,3,1
167,2,12,7,1
195,0,3,2,0
710,8,12,9,1
272,10,8,4,1
419,8,8,6,1
69,1,1,2,0
184,2,0,2,0
602,10,30,5,1
721,3,27,3,1
149,1,0,1,0
195,4,3,8,1
194,0,3,1,0
173,2,18,6,1
672,6,16,7,1
65,3,2,1,0
134,2,1,2,0
743,6,7,0,1
888,2,10,0,1
758,3,28,4,1
93,9,22,1,1
115,10,29,8,1
959,3,28,4,1
299,5,27,10,1
149,5,21,9,1
223,9,30,1,1
124,2,0,2,0
181,0,4,1,0
208,0,3,3,0
80,3,1,0,0
161,0,2,0,0
184,1,2,0,0
255,2,1,2,0
333,4,3,3,1
209,3,0,6,0
440,10,5,7,1
55,3,2,10,1
812,10,6,3,1
982,6,8,8,1
77,3,3,2,0
616,3,8,7,1
194,2,2,4,0
644,2,23,6,1
676,5,24,5,1
995,10,7,9,1
898,9,8,4,1
91,3,3,0,0
35,2,0,2,0
186,1,4,2,0
244,2,0,6,0
168,4,2,1,0
208,7,14,10,1
20,1,2,2,0
153,0,3,1,0
485,1,0,2,0
348,6,1,7,1
394,1,2,2,0
126,4,1,7,1
467,8,1,8,1
21,0,1,2,0
688,8,6,1,1
32,1,3,1,0
199,2,14,6,1
224,5,7,0,0
124,1,1,2,0
183,2,0,1,0
169,2,0,2,0
210,3,2,2,0
863,7,17,5,1
158,2,4,1,0
560,5,0,4,1
72,2,19,4,1
59,1,0,1,0
818,6,7,0,1
371,4,7,6,1
882,1,18,9,1
904,3,23,7,1
743,3,4,1,1
119,2,9,6,1
637,8,26,10,1
249,7,6,3,1
205,4,3,3,1
259,1,3,0,0
300,2,1,4,0
601,7,3,5,1
489,2,26,8,1
816,9,12,5,1
61,8,7,4,1
227,2,4,1,0
180,5,10,0,0
610,1,8,7,1
278,0,1,4,0
874,8,5,8,1
367,3,2,2,0
595,3,30,6,1
40,3,9,0,0
244,2,0,0,0
306,2,7,0,0
287,2,0,0,0
503,10,13,3,1
204,1,1,3,0
263,1,4,2,0
136,4,16,10,1
356,2,1,8,1
171,4,8,2,0
239,2,1,4,0
161,9,17,9,1
99,2,2,2,0
281,1,4,2,0
762,2,25,2,1
658,6,27,10,1
333,3,5,4,1
299,0,8,0,0
262,5,6,0,1
809,3,5,10,1
228,1,1,5,0
679,10,7,6,1
214,1,2,1,0
76,9,14,10,1
298,0,2,0,0
957,1,9,2,1
130,2,9,3,1
236,8,19,7,1
171,4,1,6,1
269,2,3,2,0
120,0,2,0,0
253,2,3,2,0
205,1,5,6,0
265,2,6,6,0
55,2,1,0,0
528,7,5,8,1
527,4,20,9,1
369,6,9,8,1
236,1,19,3,1
263,0,3,2,0
252,2,26,6,1
83,2,1,0,0
110,0,3,1,0
228,1,0,0,0
989,10,6,2,1
837,7,26,3,1
226,2,0,1,0
277,2,1,2,0
602,2,7,5,1
168,1,0,1,0
153,3,30,3,1
388,1,9,8,1
52,2,0,0,0
472,2,1,2,0
216,10,24,3,1
79,1,3,3,0
74,1,1,0,0
224,5,3,1,0
369,2,4,6,0
142,8,16,1,1
696,6,28,8,1
174,2,2,2,0
550,4,19,4,1
996,4,19,3,1
459,7,22,7,1
434,4,8,7,1
66,1,10,2,0
208,2,1,1,0
240,1,1,1,0
77,5,27,6,1
223,0,0,2,0
732,0,5,7,1
208,4,1,2,0
198,7,22,8,1
296,0,1,1,0
979,8,28,5,1
174,10,18,7,1
196,1,1,2,0
179,2,3,0,0
227,2,0,2,0
46,2,0,0,0
262,0,3,1,0
148,2,0,2,0
292,5,2,1,0
156,2,2,1,0
246,2,2,2,0
394,3,4,3,1
114,0,2,0,0
126,2,0,2,0
190,6,13,6,1
170,2,1,2,0
70,4,5,6,1
288,3,1,1,0
493,3,0,2,0
211,1,2,2,0
935,5,28,6,1
223,1,6,3,0
960,9,19,8,1
281,0,30,4,1
136,9,10,3,1
930,0,8,7,1
620,6,8,0,1
168,3,18,7,1
882,0,0,9,1
144,6,8,4,1
297,5,6,2,1
105,2,8,0,0
143,10,28,8,1
243,2,0,1,0
699,3,5,3,1
170,5,21,6,1
495,1,1,3,0
179,2,10,0,0
274,0,0,1,0
158,9,12,7,1
218,2,3,1,0
210,2,3,4,0
156,3,11,6,1
228,2,8,0,0
88,2,2,0,0
79,4,0,2,0
338,2,2,0,0
83,0,3,2,0
547,1,14,3,1
678,9,16,3,1
322,9,22,9,1
245,1,3,1,0
804,10,15,3,1
233,5,0,0,0
483,6,21,10,1
638,7,25,9,1
211,0,18,0,1
130,0,0,0,0
203,2,24,2,1
50,10,4,6,1
165,0,3,1,0
89,2,1,0,0
803,10,1,8,1
514,2,11,3,1
792,2,18,3,1
162,2,1,1,0
74,1,1,1,0
150,1,1,0,0
232,2,30,6,1
633,8,5,10,1
43,1,1,0,0
212,4,3,0,0
192,3,13,5,1
62,0,3,2,0
896,3,17,8,1
573,10,30,3,1
694,2,16,7,1
491,3,3,1,0
247,3,3,8,1
572,0,5,5,1
229,0,4,1,0
508,10,25,5,1
140,1,5,4,0
775,10,1,3,1
51,5,7,2,0
187,8,15,6,1
448,2,11,0,1
578,9,21,10,1
666,3,20,4,1
80,0,30,2,1
74,1,0,2,0
778,3,10,3,1
222,2,0,5,0
925,6,5,10,1
959,3,13,10,1
123,4,30,8,1
739,5,5,5,1
57,0,2,0,0
277,1,5,2,0
718,2,4,8,1
153,8,24,5,1
493,3,1,4,0
305,1,5,7,1
826,7,5,0,1
132,5,3,1,0
199,2,22,4,1
56,9,3,3,1
721,4,21,9,1
217,1,2,1,0
45,0,1,2,0
155,2,17,5,1
54,1,1,6,0
770,0,15,7,1
764,6,14,10,1
344,1,0,0,0
170,1,2,0,0
776,10,9,3,1
637,4,7,9,1
100,7,20,5,1
614,0,16,5,1
417,5,13,8,1
602,8,28,6,1
243,10,23,7,1
165,2,3,5,0
395,0,0,3,0
195,5,6,1,1
343,5,5,0,0
107,1,0,2,0
160,2,1,2,0
175,5,6,9,1
470,1,3,1,0
125,8,28,4,1
662,4,13,8,1
68,1,3,0,0
183,3,30,0,1
743,7,19,5,1
390,7,26,5,1
304,1,6,2,0
28,1,2,2,0
167,5,3,4,0
670,2,16,2,1
159,2,3,0,0
285,0,3,1,0
58,0,2,2,0
61,1,2,2,0
79,2,8,5,0
68,1,1,1,0
408,2,21,0,1
127,0,2,2,0
150,0,1,1,0
265,2,2,4,0
641,1,8,7,1
238,2,2,5,0
191,2,1,4,1
335,8,20,1,1
98,2,0,3,0
259,8,21,9,1
217,7,23,7,1
436,10,10,1,1
74,1,3,0,0
172,2,2,2,0
888,7,9,8,1
78,0,7,1,0
166,2,0,1,0
60,0,2,1,0
138,2,3,7,1
214,0,7,1,0
66,2,0,6,0
149,2,0,0,0
158,9,25,9,1
554,5,7,6,1
846,2,23,1,1
91,0,3,0,0
871,8,6,6,1
125,6,24,5,1
89,4,2,2,0
222,3,26,9,1
140,8,15,5,1
161,5,27,6,1
260,0,3,5,0
504,2,29,7,1
366,0,5,0,0
279,2,3,5,1
559,4,19,4,1
350,7,22,7,1
965,10,10,8,1
616,4,30,5,1
524,2,11,4,1
218,1,3,2,0
222,1,2,0,0
154,5,0,2,0
67,0,6,5,0
129,6,20,1,1
819,8,14,7,1
430,7,5,9,1
476,10,11,8,1
757,8,0,6,1
210,4,0,1,0
474,7,27,5,1
79,1,0,2,0
123,0,3,0,0
865,2,14,4,1
808,6,14,3,1
220,3,13,3,1
275,8,1,6,1
56,3,1,2,0
227,1,0,4,0
665,3,4,10,1
221,1,4,1,0
300,0,1,1,0
818,4,11,4,1
153,4,1,1,0
616,7,5,4,1
274,0,3,1,0
261,6,5,5,1
109,2,10,0,1
166,2,1,2,0
1000,3,23,3,1
118,0,1,5,1
341,4,8,2,0
83,10,5,4,1
110,1,18,9,1
877,9,20,5,1
425,1,2,0,0
523,7,18,7,1
706,6,7,4,1
101,1,0,0,0
195,0,7,1,0
107,6,14,3,1
488,2,0,1,0
205,0,0,1,0
252,1,2,2,0
891,3,10,7,1
185,2,21,6,1
39,4,0,1,0
149,6,5,0,1
119,10,13,5,1
176,3,12,3,1
137,2,30,10,1
57,2,0,4,0
152,0,10,2,0
951,3,16,1,1
156,1,0,2,0
153,2,3,1,0
182,2,26,10,1
452,3,2,0,1
106,0,3,0,0
312,2,2,2,0
531,3,17,7,1
107,2,0,2,0
142,2,10,3,1
184,10,24,9,1
214,0,2,3,0
401,4,20,7,1
170,6,6,8,1
426,10,29,2,1
906,7,6,1,1
420,2,20,5,1
293,2,0,1,0
31,5,1,6,0
749,8,26,9,1
97,2,1,1,0
164,1,1,0,0
855,2,15,3,1
288,0,3,2,0
226,4,8,9,1
149,6,25,5,1
445,0,3,2,0
76,1,3,2,0
374,4,18,8,1
67,1,0,4,0
569,3,1,8,1
343,5,0,4,1
75,0,0,2,0
232,0,4,8,1
414,5,2,7,1
87,0,3,2,0
232,1,2,2,0
125,2,3,6,0
297,0,2,2,0
46,1,0,2,0
52,2,3,0,0
912,10,5,0,1
466,2,1,0,0
197,0,3,0,0
237,0,3,2,0
78,2,0,2,0
109,2,1,2,0
839,2,7,9,1
421,10,9,3,1
184,6,13,3,1
37,2,2,2,0
179,0,1,2,0
473,10,11,4,1
474,9,19,7,1
92,3,17,5,1
23,0,3,2,0
506,4,12,7,1
490,1,2,6,0
83,4,2,1,0
122,4,20,8,1
216,1,0,1,0
717,5,30,4,1
972,7,13,5,1
164,2,0,0,0
482,2,1,2,0
56,2,2,1,0
73,2,4,1,0
288,1,2,5,0
709,4,0,3,1
292,7,3,10,1
614,4,28,0,1
196,7,19,1,1
212,2,3,1,0
242,0,1,1,0
126,1,3,0,0
392,0,19,1,1
281,1,3,0,0
151,2,9,9,1
59,4,1,2,0
187,1,0,2,0
272,0,3,0,0
81,6,3,2,1
200,1,0,0,0
832,1,5,3,1
207,0,2,0,0
465,2,3,2,0
213,0,4,0,0
254,4,4,8,1
180,0,8,4,1
849,1,10,0,1
429,2,24,6,1
182,1,1,1,0
215,5,2,5,0
336,3,27,0,1
130,1,1,0,0
259,3,15,6,1
438,2,3,2,0
219,4,0,2,0
495,6,4,9,1
637,2,27,6,1
232,10,26,3,1
127,2,15,7,1
736,5,29,9,1
85,4,16,10,1
507,3,3,10,1
155,2,25,8,1
220,2,1,1,0
688,7,29,3,1
876,7,0,8,1
35,0,1,1,0
147,4,6,3,1
56,0,3,2,0
181,2,2,0,0
162,2,3,1,0
65,5,2,2,0
406,6,13,1,1
176,8,24,1,1
140,10,18,9,1
383,4,15,5,1
47,1,8,1,0
412,1,2,2,0
414,3,26,10,1
130,2,1,6,0
468,7,20,0,1
80,4,19,6,1
645,2,9,3,1
233,4,8,2,0
799,7,28,5,1
116,10,25,7,1
256,6,7,2,1
124,9,7,5,1
732,6,27,7,1
97,2,6,8,1
189,0,2,6,0
429,4,21,9,1
288,10,21,3,1
180,1,4,1,0
172,1,2,4,0
296,2,1,1,0
743,10,15,10,1
473,4,12,9,1
233,5,1,2,0
67,2,0,0,0
245,1,5,5,1
725,8,3,9,1
284,1,1,0,0
111,1,20,6,1
838,2,2,3,1
162,9,4,10,1
176,0,7,6,0
193,4,1,2,0
722,10,17,1,1
568,4,17,10,1
181,1,4,3,0
972,8,1,8,1
753,4,0,2,1
415,2,3,1,0
145,1,2,0,0
102,2,0,2,0
161,3,26,8,1
382,5,4,9,1
253,2,6,2,0
23,0,1,1,0
217,8,0,10,1
123,10,9,4,1
504,8,6,4,1
999,6,11,6,1
138,0,3,2,0
510,2,27,3,1
206,1,1,2,0
392,7,10,2,1
239,1,0,3,0
268,2,1,1,0
144,2,3,1,0
69,7,27,6,1
308,0,2,2,0
279,0,3,1,0
204,3,1,2,0
67,8,23,7,1
92,1,3,1,0
78,1,10,2,0
767,5,4,6,1
452,3,14,4,1
738,7,22,8,1
109,2,5,2,1
274,1,1,0,0
832,4,16,1,1
215,2,0,1,0
153,4,3,2,0
154,4,28,7,1
39,0,0,2,0
888,2,8,5,1
39,2,5,1,0
597,7,16,3,1
189,2,26,1,1
143,9,27,4,1
133,4,23,3,1
456,3,11,10,1
747,8,18,5,1
645,6,3,8,1
54,1,6,0,0
280,1,0,1,0
429,9,27,9,1
128,2,3,1,0
397,1,1,2,0
186,2,5,6,1
143,2,1,1,0
657,9,29,3,1
965,3,14,8,1
181,1,3,0,0
243,2,0,0,0
237,8,10,3,1
682,4,16,3,1
121,0,0,2,0
653,9,30,9,1
750,3,18,3,1
220,9,24,2,1
408,0,24,8,1
828,8,12,4,1
275,1,1,6,0
386,10,26,2,1
85,1,3,3,0
341,3,11,8,1
291,1,3,1,0
465,4,12,4,1
133,0,0,1,0
96,2,0,1,0
122,2,2,2,0
143,0,4,0,0
444,7,15,7,1
167,2,13,1,1
474,1,2,2,0
314,7,24,2,1
69,0,2,2,0
190,3,26,2,1
167,0,2,0,0
849,7,0,4,1
236,2,1,2,0
240,1,2,1,0
270,2,3,0,0
129,2,1,1,0
165,0,2,0,0
195,2,1,1,0
208,0,0,0,0
244,3,1,2,0
613,8,12,8,1
188,1,1,1,0
253,2,0,0,0
301,9,6,7,1
912,9,5,9,1
757,9,30,3,1
247,1,1,4,0
157,2,0,2,0
294,2,3,5,0
199,2,2,0,0
28,4,1,1,0
288,1,2,4,0
123,1,3,1,0
121,7,5,8,1
140,1,2,2,0
609,6,5,2,1
791,3,22,7,1
146,2,10,2,0
113,6,18,3,1
180,9,3,10,1
278,2,3,1,0
407,10,10,3,1
105,7,21,3,1
278,10,11,6,1
53,2,16,6,1
961,7,1,4,1
735,5,20,5,1
166,0,9,0,0
230,0,2,5,0
427,3,3,0,0
137,2,0,0,0
882,7,21,3,1
207,2,2,2,0
399,5,23,5,1
768,5,18,3,1
742,6,23,6,1
879,0,5,3,1
427,2,2,1,0
213,2,1,1,0
993,3,29,3,1
257,1,8,0,0
696,4,3,3,1
702,2,4,7,1
57,0,1,2,0
115,2,6,0,1
239,0,4,2,0
271,1,3,6,0
45,1,2,1,0
129,9,5,3,1
242,1,0,0,0
129,1,8,2,0
190,10,1,4,1
156,2,1,0,0
74,2,0,8,1
116,1,5,0,0
361,3,14,10,1
97,7,4,6,1
569,10,30,8,1
225,3,2,1,0
249,0,3,2,0
250,2,3,1,0
958,7,26,7,1
751,5,17,8,1
501,2,9,8,1
554,0,28,10,1
260,0,0,0,0
836,3,6,3,1
175,1,13,6,1
900,7,17,5,1
50,1,3,0,0
317,0,1,1,0
96,1,2,6,0
317,3,24,3,1
232,0,0,1,0
138,6,13,5,1
184,1,0,8,1
203,0,2,6,0
174,4,14,8,1
82,2,3,2,0
132,1,0,0,0
962,2,19,8,1
764,10,23,3,1
182,2,15,8,1
168,4,13,2,1
70,2,5,2,0
295,2,1,3,0
184,0,1,3,0
204,2,1,2,0
140,0,3,2,0
78,2,3,2,0
272,5,20,5,1
443,1,28,6,1
282,4,26,6,1
846,3,22,7,1
110,4,29,8,1
142,0,0,1,0
175,2,2,2,0
184,3,2,2,0
100,1,0,0,0
191,1,0,2,0
201,2,1,2,0
67,4,7,2,0
318,3,2,7,1
615,2,14,4,1
569,7,10,5,1
182,9,27,0,1
66,2,14,5,1
485,1,2,1,0
744,7,17,0,1
152,1,3,2,0
361,0,3,0,0
64,0,0,2,0
286,4,3,2,0
65,0,4,2,0
78,6,21,3,1
86,2,3,1,0
529,3,0,8,1
261,10,27,6,1
173,0,9,0,0
62,2,10,1,0
340,0,2,2,0
592,9,26,6,1
34,2,6,2,0
652,5,3,3,1
714,4,20,9,1
890,10,28,8,1
279,2,0,2,0
177,2,2,1,0
963,5,24,1,1
64,5,9,2,1
27,0,1,2,0
239,2,26,10,1
241,2,0,2,0
65,2,2,2,0
534,3,6,0,1
132,3,23,3,1
145,1,2,0,0
132,0,26,5,1
136,1,3,5,0
298,3,1,2,0
239,1,0,2,0
552,4,23,9,1
277,2,8,1,0
718,7,26,3,1
137,10,2,2,1
357,9,16,1,1
753,8,11,8,1
158,3,0,1,0
292,0,0,5,0
255,2,0,0,0
384,2,1,0,0
200,0,0,2,0
119,5,1,6,0
133,3,20,1,1
283,3,3,0,0
93,1,5,2,0
761,3,8,4,1
226,0,3,0,0
158,6,19,1,1
103,8,6,10,1
212,0,3,3,0
149,1,8,10,1
724,5,3,5,1
128,2,2,2,0
250,2,0,1,0
784,9,6,3,1
116,1,3,0,0
956,6,5,7,1
421,2,3,0,0
169,0,0,2,0
248,4,10,1,0
157,1,2,1,0
460,4,0,1,0
265,0,4,3,0
168,3,27,5,1
38,1,3,2,0
62,10,1,9,1
380,2,5,2,0
750,7,4,10,1
594,6,19,3,1
183,5,2,0,0
221,0,2,1,0
191,6,10,9,1
70,2,7,2,0
97,0,3,0,0
95,1,3,1,0
345,0,1,1,0
295,1,2,5,0
268,0,0,2,0
37,1,2,2,0
189,0,3,1,0
822,9,20,5,1
646,4,25,9,1
109,1,3,0,0
49,0,8,1,0
270,2,5,2,1
34,0,0,2,0
191,0,3,2,0
158,1,10,1,0
121,0,17,4,1
101,3,0,1,1
254,4,18,9,1
198,1,3,0,0
255,4,1,4,0
339,2,1,2,0
267,2,1,0,0
910,8,4,1,1
271,1,9,0,0
230,0,1,0,0
91,5,4,4,1
474,4,13,3,1
102,1,2,0,0
194,1,4,5,0
721,3,5,0,1
93,1,3,0,0
900,9,6,6,1
164,2,4,2,0
107,2,0,2,0
111,2,0,2,0
592,7,3,3,1
975,5,27,5,1
821,8,7,7,1
706,4,6,7,1
164,1,2,5,0
325,6,3,8,1
159,0,1,2,0
138,0,0,2,0
233,1,0,1,0
271,1,0,2,0
35,5,1,1,0
250,10,0,4,1
897,9,23,10,1
293,6,27,10,1
765,4,6,10,1
816,0,28,10,1
491,3,2,2,0
393,5,1,1,0
161,2,1,1,0
640,3,16,2,1
150,4,16,0,1
371,0,4,6,1
125,2,12,3,1
79,0,2,0,0
158,2,2,1,0
775,5,12,2,1
187,2,4,3,0
326,3,10,5,0
73,1,3,1,0
902,7,9,1,1
238,1,7,2,0
769,3,2,6,1
187,4,9,5,1
